0.10953,0.13540,0.71743,0.77370,0.73630,0.69677,0.68626,0.67658,0.67636,0.68102,0.70017,0.71074,0.71032,0.69919,0.65212,0.56811,0.46966,0.36245,0.25978,0.15840
0.12281,0.29731,0.80384,0.78243,0.74684,0.71288,0.69887,0.69343,0.68879,0.69325,0.72671,0.73484,0.72773,0.71889,0.66965,0.58520,0.47108,0.37400,0.27087,0.17147
0.11547,0.64204,0.81253,0.76368,0.73402,0.69667,0.68386,0.67626,0.67180,0.68106,0.70065,0.72327,0.71779,0.70658,0.66659,0.57125,0.47072,0.36473,0.27051,0.16760
0.14873,0.77869,0.76229,0.73872,0.70852,0.68707,0.65326,0.64860,0.64830,0.65587,0.67336,0.69017,0.70168,0.67858,0.62753,0.56531,0.46810,0.36361,0.26069,0.16884
0.25588,0.73934,0.73366,0.70208,0.65292,0.63605,0.62290,0.61682,0.62102,0.63407,0.64840,0.66155,0.66137,0.65470,0.60387,0.52920,0.44098,0.34678,0.24956,0.15275
0.44659,0.68961,0.69045,0.65164,0.62122,0.60701,0.59515,0.58552,0.58616,0.58994,0.61648,0.62535,0.62657,0.60931,0.57239,0.50967,0.42217,0.33095,0.22814,0.15878
0.56561,0.68050,0.66565,0.63429,0.60453,0.58896,0.55702,0.55950,0.56893,0.57481,0.60061,0.61526,0.61328,0.60101,0.55660,0.49374,0.40228,0.30808,0.22600,0.15201
0.62230,0.66581,0.65022,0.62771,0.60139,0.58434,0.55092,0.54667,0.55618,0.56571,0.58192,0.59829,0.59537,0.58336,0.55342,0.48962,0.40540,0.30239,0.21700,0.15690
0.64124,0.67025,0.64316,0.62565,0.58952,0.56455,0.55782,0.54071,0.54575,0.56390,0.58608,0.58890,0.59130,0.57391,0.54205,0.47985,0.39157,0.30966,0.23097,0.15365
0.65659,0.67003,0.66513,0.63779,0.60825,0.58266,0.55968,0.54936,0.55980,0.55606,0.58412,0.59212,0.61480,0.58024,0.53905,0.48117,0.39269,0.30547,0.22738,0.14495
0.67600,0.69925,0.67422,0.65416,0.62412,0.60437,0.57761,0.58566,0.57359,0.58538,0.60043,0.61010,0.60555,0.60337,0.55636,0.48185,0.39463,0.30449,0.22628,0.15393
0.69699,0.71679,0.69569,0.67364,0.63415,0.60779,0.60297,0.59827,0.58920,0.60207,0.62597,0.60509,0.62575,0.61318,0.56208,0.48281,0.40864,0.30744,0.22340,0.14279
0.68909,0.73157,0.71324,0.69507,0.64654,0.63107,0.59489,0.58164,0.59148,0.61104,0.61474,0.63285,0.62118,0.62256,0.55790,0.49458,0.40758,0.31270,0.23395,0.13912
0.62743,0.73292,0.71971,0.67542,0.65252,0.61086,0.59501,0.57933,0.58266,0.60185,0.60825,0.61900,0.61802,0.60559,0.54207,0.46866,0.38255,0.29143,0.20313,0.14001
0.49448,0.70162,0.68212,0.65316,0.62805,0.59587,0.58080,0.56787,0.55568,0.55926,0.58140,0.58360,0.57037,0.56318,0.51229,0.44238,0.35619,0.27269,0.18572,0.12654
0.28644,0.66719,0.63367,0.61242,0.57597,0.54541,0.53350,0.51823,0.51349,0.51641,0.51877,0.51813,0.52524,0.49338,0.44781,0.38333,0.30762,0.24499,0.16989,0.10776
0.12287,0.57661,0.56314,0.52394,0.51455,0.48651,0.46748,0.46464,0.43858,0.44983,0.44617,0.45461,0.45329,0.42914,0.37856,0.33173,0.25688,0.19200,0.13712,0.08025
0.07574,0.42123,0.47357,0.46072,0.43764,0.42235,0.39241,0.37350,0.36539,0.36976,0.38112,0.36874,0.35675,0.34058,0.31384,0.26911,0.22148,0.16284,0.10242,0.07286
0.05699,0.19732,0.39113,0.36279,0.34644,0.33609,0.30814,0.31054,0.29225,0.29687,0.29147,0.28832,0.28682,0.27457,0.25498,0.20613,0.16324,0.11595,0.08487,0.04232
0.04636,0.05435,0.30087,0.28550,0.27884,0.26060,0.24077,0.23219,0.23603,0.22436,0.21459,0.21740,0.20975,0.19178,0.16754,0.15061,0.10914,0.08541,0.05019,0.03185
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-170000000.00000,-150000000.00000,-130000000.00000,-110000000.00000,-90000000.00000,-70000000.00000,-50000000.00000,-30000000.00000,-10000000.00000,10000000.00000,30000000.00000,50000000.00000,70000000.00000,90000000.00000,110000000.00000,130000000.00000,150000000.00000,170000000.00000,190000000.00000
-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000,-190000000.00000
-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000,-170000000.00000
-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000,-150000000.00000
-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000,-130000000.00000
-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000,-110000000.00000
-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000,-90000000.00000
-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000,-70000000.00000
-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000,-50000000.00000
-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000,-30000000.00000
-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000,-10000000.00000
10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000,10000000.00000
30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000,30000000.00000
50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000,50000000.00000
70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000,70000000.00000
90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000,90000000.00000
110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000,110000000.00000
130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000,130000000.00000
150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000,150000000.00000
170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000,170000000.00000
190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000,190000000.00000
